CustomerID,Y,Recency,Frequency,Monetary_value,Std_sum
2728046,False,160.0,1.9023046875,254.80701754385964,203.95705418022362
2728088,False,720.0,1.1347080592105263,279.6470588235294,144.55551148323005
2728089,True,15.0,1.101334292763158,422.1818181818182,209.01845829756496
2728095,False,177.0,3.3040028782894737,289.67676767676767,173.9636854130962
2728107,True,115.0,0.7008490953947368,414.3333333333333,277.7368058672335
2728135,True,28.0,6.14077302631579,326.2228260869565,200.55589226998552
2728152,False,371.0,2.4978590425531917,290.3703703703704,229.68463172122955
2728155,True,364.0,1.5685670230263158,209.27659574468086,112.77443861775777
2728172,False,56.0,2.5658993459302324,234.5344827586207,206.6880194558211
2728178,False,171.0,1.8708244680851065,341.5,236.61655089376725
2728183,False,553.0,0.6007277960526316,363.55555555555554,280.67926477244913
2728184,False,153.0,2.135921052631579,365.171875,221.83266642864228
2728193,True,41.0,11.249144700332963,246.78378378378378,166.92959370439556
2728198,False,282.0,3.6969914725457573,449.83561643835617,337.6030198200671
2728202,True,19.0,6.057338610197369,243.87603305785123,147.7374681796471
2728242,False,315.0,2.3644465042372884,375.6727272727273,197.38757273965817
2728244,False,45.0,8.209946546052631,228.08739837398375,251.32308153040498
2728268,True,83.0,2.5442589009287926,174.8148148148148,146.37597455158385
2728275,False,389.0,1.050755178365938,269.73333333333335,212.48836614536438
2728306,True,1.0,7.865709269662921,298.7826086956522,137.85267383621712
2728319,True,126.0,2.302789884868421,259.3333333333333,156.22501368846403
2728322,False,116.0,1.0679605263157894,301.4375,150.6349866184758
2728368,True,11.0,3.87639445754717,407.56481481481484,312.8145750706013
2728372,True,27.0,2.9054991268917347,279.5609756097561,160.03611456314644
2728385,True,8.0,2.3831069711538464,276.140350877193,124.53161368511023
2728390,False,281.0,1.735435855263158,330.53846153846155,243.49469225913535
2728397,False,408.0,0.6674753289473684,338.1,124.37121853547951
2728428,True,102.0,1.7262705223880597,409.05263157894734,184.41724241037116
2728439,True,21.0,1.6019407894736841,338.9375,242.9513922358991
2728443,False,412.0,0.8009703947368421,217.45833333333334,123.7567667598042
2728447,False,618.0,1.501819490131579,442.15555555555557,311.74391847648087
2728448,False,249.0,0.6172243346007604,374.4375,135.07576577610064
2728459,False,693.0,0.7342228618421053,320.54545454545456,155.63777460217324
2728466,True,32.0,2.469658717105263,408.1216216216216,271.5808087669027
2728469,False,104.0,1.435071957236842,382.83720930232556,235.08943893077898
2728481,True,59.0,1.8771640969162997,388.0892857142857,217.85218314558773
2728489,True,912.0,0.26699013157894735,391.25,237.34769552584362
2728491,True,104.0,1.1272916666666668,329.2758620689655,228.56194792530286
2728513,True,42.0,1.3015768914473684,381.1025641025641,262.41788639213513
2728514,False,100.0,0.6007277960526316,277.77777777777777,178.8566812235446
2728524,True,39.0,2.1025472861842105,295.4920634920635,179.9072227759732
2728531,False,762.0,0.7342228618421053,276.90909090909093,126.17822206285727
2728549,False,793.0,0.871540473568282,261.61538461538464,168.90093591761462
2728586,False,653.0,0.8291543700340522,417.875,195.5763639360206
2728590,False,678.0,1.135953622392975,307.11764705882354,156.69518077830088
2728605,True,14.0,6.1762417883211675,264.1223021582734,159.81830536860764
2728608,True,738.0,0.42919212690951825,244.5,92.02519417874848
2728617,False,155.0,1.0023120197585071,419.9,429.52414327389357
2728739,True,713.0,0.33410400658616907,235.5,97.91634751721038
2728752,True,98.0,7.918264956092207,339.1223628691983,193.8101404909069
2728764,True,27.0,1.6371096322722285,354.38775510204084,237.3085909674126
2728774,False,363.0,3.497718232044199,320.8269230769231,135.37574048835606
2728782,True,12.0,4.142889681668496,339.4274193548387,199.9410146102281
2728784,True,79.0,4.470210583153348,296.77941176470586,247.3059526106554
2728807,True,25.0,1.2695952250274425,199.78947368421052,119.95723514894952
2728815,True,741.0,1.3349506578947368,296.125,178.64162484764051
2728838,True,3.0,6.448207327113063,185.720207253886,181.0338782059595
2728845,False,888.0,0.5345664105378705,233.9375,93.61016237567372
2728856,False,178.0,1.1693640230515918,372.34285714285716,256.74191010304753
2728857,False,238.0,1.2361848243688256,294.02702702702703,179.15084991991253
2728878,False,311.0,1.135953622392975,296.05882352941177,139.27712535466412
2728881,False,765.0,0.8352600164654227,598.24,372.1017199637755
2728896,True,8.0,3.4041241776315787,309.87254901960785,178.93445182765646
2728973,True,173.0,4.563734504132231,421.5511811023622,331.5219763038394
2728995,False,297.0,3.541502469813392,405.54716981132077,257.0324467965076
2729007,False,720.0,0.7684392151481888,340.7826086956522,195.43516863231122
2729017,True,14.0,10.657917810098793,321.0752351097179,218.96342558350315
2729028,True,416.0,1.8307894736842105,331.9166666666667,163.9287381933801
2729056,False,599.0,0.29876687116564415,317.125,241.89279650291365
2729059,False,295.0,2.8132078229398667,356.0,257.9485673824031
2729060,True,111.0,0.4009248079034029,480.25,305.3773001625128
2729063,True,154.0,0.6341015624999999,426.1578947368421,334.2547702905499
2729077,True,67.0,7.383698545554337,180.79185520361992,162.41611016907058
2729078,False,712.0,0.5679768111964875,288.05882352941177,135.0298441957533
2729085,True,204.0,2.4055488474204174,428.02777777777777,416.43902795758686
2729096,False,251.0,1.8709824368825467,310.55357142857144,240.7578126471691
2729112,True,339.0,10.015401108518086,176.7659574468085,164.22641424543363
2729115,False,394.0,0.701618413830955,236.52380952380952,124.2697143505283
2729120,False,27.0,5.011560098792536,436.64,326.49434006420347
2729141,False,118.0,3.073756860592755,419.7826086956522,347.38583628964835
2729145,True,,0.0,0.0,0.0
2729152,False,493.0,2.6728320526893525,279.0125,183.6419530782106
2729165,True,34.0,3.3410400658616908,433.96,422.9056756595382
2729173,True,129.0,1.40323682766191,332.5,120.88520053057394
2729174,True,7.0,12.693254286504425,290.8779840848806,179.19771253814596
2729182,False,650.0,1.0023120197585071,241.4,215.7945382965488
2729188,False,846.0,0.5345664105378705,304.125,155.21162971890993
2729224,False,42.0,5.348739539748954,396.6666666666667,231.35683205783528
2729248,True,7.0,3.7697047018348626,370.0,311.1363555994396
2729252,False,679.0,1.262358870967742,385.9166666666667,236.13112277473533
2729262,False,496.0,3.274219264544457,373.03061224489795,206.72539951783102
2729281,False,903.0,1.3030056256860594,389.5897435897436,210.49224488136292
2729316,True,23.0,2.6649798387096775,415.7894736842105,340.0192275265023
2729341,False,405.0,0.8189293721973094,322.0,123.71917710124286
2729350,False,651.0,1.0023120197585071,482.7,305.8409717483908
2729356,False,541.0,0.36751440724478596,280.27272727272725,339.2211935917598
2729360,False,777.0,0.7684392151481888,301.60869565217394,223.9768127468139
2729362,False,287.0,0.5345664105378705,332.25,148.67391611622173
2729376,False,645.0,1.6371096322722285,274.0,232.4135143804393
2729377,False,651.0,1.436647228320527,403.4418604651163,335.896193029475
2729389,True,34.0,2.6250917832167833,395.3783783783784,279.33196741377833
2729434,False,395.0,0.6682080131723381,225.45,108.12150815779341
2729436,False,76.0,1.0023120197585071,348.8333333333333,262.1215937023455
2729438,True,6.0,3.541502469813392,327.62264150943395,198.8771074393233
2729445,False,699.0,0.6341015624999999,227.52631578947367,191.3290848602227
2729449,True,166.0,0.5011560098792536,325.26666666666665,177.88538310892642
2729452,False,127.0,1.507881880733945,504.0,343.5504665648456
2729454,False,647.0,0.4677456092206367,177.71428571428572,172.37679148237515
2729463,True,69.0,2.1716760428100987,292.3076923076923,129.71265395540195
2729470,False,112.0,1.81125,380.8478260869565,209.20738964973958
2729479,False,54.0,6.013872118551043,745.9,1150.8596645976297
2729481,True,16.0,4.009248079034029,330.45,218.4593052887125
2729504,True,456.0,0.3844657894736842,250.0,0.0
2729509,True,5.0,1.4968954918032786,247.38888888888889,222.0328907508151
2729528,False,13.0,5.779999313940725,267.6994219653179,235.99468325138125
2729535,False,882.0,0.5345664105378705,350.25,182.885938952853
2729539,False,566.0,0.5454637096774193,363.26666666666665,206.02755248012917
